,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
10,1.0,196.0,187.0,303.0,314.0,106.0,96.0,172710.4003072204,19208.0,16728.0,28421.0,28316.0,8808.0,9140.0,15578212.102044089,19924.0,17484.5,29685.0,29437.0,9116.0,9547.0,16234616.591054358,30967.0,26976.0,45904.5,45682.0,14072.0,14736.0,25105969.472382445,33228.0,29281.0,49460.0,49298.0,15447.0,15854.0,27166451.484650433,11968.0,10706.0,18046.0,17837.0,5618.0,5811.0,9881417.495040087,9676.0,8405.0,14352.0,14290.0,4365.0,4608.0,7843680.735538079,18273026.358171105,16062228.26639586,27225281.820705336,27064614.211816773,8425884.937525274,8736517.693955079,14914441187.14016
11,1.0,219.0,199.0,311.0,308.0,104.0,90.0,172922.0,23980.5,20384.0,32025.0,31161.0,10079.0,9843.0,18090323.998431645,23197.0,19800.5,31095.0,30348.0,9881.0,9418.0,17574884.299248666,36084.0,30794.0,48360.5,47125.0,15316.0,14741.0,27313525.03384602,36291.0,30944.0,48663.0,47432.0,15439.0,14816.0,27490321.36637287,12697.0,10815.0,17028.0,16593.0,5408.0,5206.0,9622224.429520182,9867.0,8492.0,13249.0,12904.0,4154.0,4050.0,7476135.3628271455,19779594.001568355,16836593.700751334,26465216.96615398,25769654.63362713,8361663.570479818,8086844.6371728545,14951009042.0
12,1.0,200.0,209.0,315.0,295.0,96.0,101.0,172824.13137295004,20000.0,21504.0,31619.0,30750.0,10198.0,9848.0,17189255.06235458,20296.0,21840.5,32044.0,31290.0,10430.0,9970.0,17475818.22056133,31381.0,33791.0,49612.5,48338.0,16047.0,15428.0,26973104.190215014,28250.0,30365.0,44587.0,43512.5,14477.0,13871.0,24271297.162598085,9002.0,9634.0,14193.0,13843.0,4608.0,4432.0,7720543.096994064,10352.0,11139.0,16387.0,15924.0,5264.0,5100.5,8895654.27887363,17375571.21223543,18644425.23638523,27466497.19226425,26711821.592422176,8870573.51480914,8559582.989794325,14934090192.407347
13,1.0,210.0,200.0,296.0,299.0,100.0,102.0,172695.1430672803,22050.0,20382.0,30117.0,31691.0,9321.0,11074.0,17773293.77961926,21618.0,20000.0,29493.0,30955.0,9099.0,10805.0,17412217.04875253,32043.0,29707.0,43808.0,45972.0,13481.0,16049.0,25831361.994094625,31099.0,28845.0,42532.0,44700.5,13176.0,15619.0,25104522.707794044,11679.0,10901.0,16119.0,16724.0,5000.0,5822.0,9434115.522977963,10346.0,9595.0,14143.0,14879.0,4378.0,5202.0,8349168.840409251,18492686.264509603,17126811.564703524,25286400.35382034,26531325.06932276,7835398.783750066,9265735.75245334,14911806219.514204
14,1.0,235.0,178.0,302.0,315.0,103.0,106.0,172767.56098988093,27612.5,21828.0,36709.0,37057.0,12210.0,12830.0,20497279.16575838,20002.0,15842.0,26640.0,26871.0,8889.0,9375.0,14882566.065203369,34261.0,27116.0,45602.0,45952.0,15259.0,15919.0,25459406.0401922,36968.0,29199.0,49178.0,49612.5,16410.0,17130.0,27449628.456308983,11995.0,9445.0,15847.0,16035.0,5304.5,5592.0,8876954.774915528,12080.0,9493.0,16093.0,16260.0,5326.0,5618.0,8972574.520897515,20103097.666863643,15870059.790995438,26716397.378751844,26972153.255503513,8918104.00704221,9340786.944029864,14924315065.196114
15,1.0,188.0,210.0,301.0,307.0,100.0,114.0,172780.90651945956,17672.0,20224.0,28619.0,30132.0,10751.0,11201.0,16735200.83707596,19256.0,22050.0,31116.0,32889.0,11784.0,12239.0,18241036.523558516,27969.0,32094.0,45300.5,47855.0,17085.0,17765.0,26521535.071208328,27584.0,31581.0,44552.0,47124.5,16886.0,17463.0,26123576.47840625,8049.0,9216.0,13015.0,13814.0,5000.0,5139.0,7649868.049658712,10231.0,11701.0,16549.0,17535.0,6261.0,6498.0,9691412.96828829,15747609.588582437,18042953.845527988,25485517.791148998,26920161.823067836,9628222.602287244,10005610.3749301,14926620828.843111
16,1.0,201.0,208.0,307.0,315.0,117.0,102.0,172811.86103815818,20200.5,19938.0,28739.0,31305.0,10828.0,9809.0,16616705.39588252,21870.0,21632.0,31365.0,33836.0,11763.0,10650.0,18050765.984703936,32968.0,32491.0,47124.5,51044.0,17609.0,15966.0,27194458.54169271,32010.0,31684.0,45661.0,49612.5,17200.0,15598.0,26369468.122775525,12689.0,12573.0,18310.0,19655.0,6844.5,6201.0,10490442.448140023,10693.0,10566.0,15348.0,16532.0,5733.0,5202.0,8816905.529044425,18118478.672787275,17894101.111232966,25858782.79702185,28066268.1042443,9728545.293324484,8809904.29684771,14931969657.735847
17,1.0,209.0,222.0,327.0,290.0,95.0,97.0,172767.88028284954,21840.5,24632.0,34553.0,31540.0,11408.0,10157.0,18526572.269128427,21766.0,24642.0,34421.0,31528.0,11464.0,10047.0,18474462.97425667,33790.0,38173.0,53464.5,48835.0,17810.0,15627.0,28659888.394112095,29070.0,32852.0,45995.0,42050.0,15332.0,13482.0,24649897.031835265,8447.0,9626.0,13255.0,12218.0,4512.5,3871.0,7143972.323325637,10116.0,11487.0,16092.0,14648.0,5344.0,4704.5,8610003.535561962,17581914.709987126,19880006.44853593,27835208.4583797,25452788.2501911,9268976.303545069,8148480.851874443,14924370228.714516
18,1.0,201.0,202.0,292.0,311.0,107.0,99.0,172419.0,20200.5,18546.0,29115.0,30147.0,10835.0,10113.0,16918228.97037047,22056.0,20402.0,31905.0,33017.0,11825.0,11026.0,18523971.7540142,29577.0,27079.0,42632.0,44181.0,15836.0,14800.0,24741909.856156178,32364.0,29805.0,46631.0,48360.5,17320.0,16054.0,27071804.034055725,10672.0,9789.0,15408.0,15957.0,5724.5,5390.0,8946809.501239527,9786.0,8972.0,14108.0,14735.0,5203.0,4900.5,8217091.236989751,17737990.02962953,16304666.2459858,25604438.143843822,26550504.965944275,9502023.498760473,8852389.763010249,14864155780.5
19,1.0,222.0,204.0,281.0,328.0,123.0,91.0,172758.03477203986,24642.0,21729.0,32024.0,35906.0,13923.0,11433.0,19137501.957681183,23559.0,20808.0,30496.0,34233.0,13337.0,10763.0,18284795.166447103,30358.0,26828.0,39480.5,44280.0,17216.0,14100.0,23608750.960222095,36910.0,32679.0,47888.0,53792.0,20906.0,16984.0,28690209.70546449,13383.0,11755.0,17347.0,19438.0,7564.5,6172.0,10365161.179993218,8769.0,7801.0,11471.0,12864.0,5021.0,4140.5,6849191.060376924,19214781.76171167,16957843.927049026,24936256.810721107,27974425.699764587,10884077.096967684,8871790.103878703,14922669289.148666
20,1.0,216.0,196.0,314.0,334.0,114.0,107.0,172742.5520680393,23328.0,21374.0,33960.0,36081.0,12199.0,11819.0,18597487.337288104,20962.0,19208.0,30494.0,32350.0,10881.0,10451.0,16689567.952968944,33864.0,31050.0,49298.0,52258.0,17662.0,16901.0,26963444.653328314,36063.0,33114.0,52618.0,55778.0,18849.0,18203.0,28773561.15868754,12425.0,11463.0,18134.0,19227.0,6498.0,6240.0,9924131.128610663,11293.0,10521.0,16697.0,17535.0,5958.0,5724.5,9081590.729265358,18714903.909408383,17167972.252366763,27277716.696036026,28922451.23203759,9768519.807145819,9401862.34201485,14919994647.489635
21,1.0,224.0,177.0,303.0,310.0,102.0,102.0,172764.03863000823,25088.0,19188.0,33353.0,35553.0,11061.0,11511.0,19254911.543088064,20460.0,15664.5,27295.0,29044.0,8983.0,9398.0,15731520.759387285,34519.0,26336.0,45904.5,48824.0,15094.0,15788.0,26450395.386815578,33887.0,25826.0,45106.0,48050.0,14839.0,15487.0,25987471.593270853,11787.0,9071.0,15812.0,16781.0,5202.0,5433.0,9096112.905750625,11337.0,8656.0,15118.0,16133.0,4971.0,5202.0,8722421.238747872,19444233.11003378,14847714.078124173,25897108.318076916,27569380.3820317,8525819.034510214,8899510.701512966,14923706521.875488
22,1.0,213.0,207.0,299.0,311.0,102.0,103.0,172859.781139513,22684.5,21809.0,32562.0,32407.0,9401.0,10022.0,17976071.260251157,22282.0,21424.5,32049.0,31892.0,9335.0,9923.0,17707155.4753678,31125.0,29844.0,44700.5,44446.0,12837.0,13701.0,24666096.275233082,33836.0,32485.0,48543.0,48360.5,14067.0,15017.0,26838002.348337732,12325.0,11779.0,17661.0,17655.0,5202.0,5507.0,9779582.628723439,11917.0,11398.0,17096.0,17016.0,4999.0,5304.5,9457153.711513825,18843062.12246511,18074819.22051139,27018978.28548131,26921389.586050816,7852115.0475068875,8347403.745856016,14940251967.800169
23,1.0,195.0,236.0,313.0,303.0,108.0,93.0,172774.0,19012.5,22960.0,31829.0,29196.0,10429.0,9968.0,16777361.882538345,23060.0,27848.0,38656.0,35389.0,12667.0,12083.0,20343478.725835666,29206.0,35212.0,48984.5,44793.0,16043.0,15385.0,25775989.713924237,29889.0,36119.0,50046.0,45904.5,16498.0,15629.0,26400768.810619533,10631.0,12821.0,17761.0,16226.0,5832.0,5540.0,9360591.757079668,8167.0,9865.0,13724.0,12550.0,4504.0,4324.5,7215365.009544612,16913568.117461655,20431185.274164334,28302272.286075763,25949753.189380467,9299000.242920332,8852616.990455389,14925427538.0
24,1.0,222.0,218.0,293.0,297.0,104.0,92.0,172863.06727281678,24642.0,22787.0,30542.0,31641.0,11546.0,9960.0,18504512.335481398,25609.0,23762.0,32142.0,33049.0,12027.0,10461.0,19383639.061715603,34504.0,31732.0,42924.5,44611.0,16113.0,13929.0,25961802.1658177,34293.0,31697.0,42410.0,44104.5,15992.0,13827.0,25742537.496177103,11542.0,10645.0,14359.0,14896.0,5408.0,4666.0,8686228.430440348,10464.0,9595.0,13027.0,13497.0,4902.0,4232.0,7870779.556277367,19871088.59908393,18300509.603758454,24687076.545117617,25597793.483849484,9291530.565932598,8032622.632821777,14940820013.48319
25,1.0,198.0,194.0,306.0,292.0,88.0,103.0,172740.0,19602.0,19024.0,31989.0,30591.0,9014.0,10498.0,17474361.151443467,19388.0,18818.0,31572.0,30264.0,8943.0,10438.0,17305756.498079572,28599.0,27792.0,46818.0,44829.0,13230.0,15418.0,25555892.088026606,27225.0,26384.0,44523.0,42632.0,12586.0,14618.0,24305687.625895686,8410.0,8129.0,13698.0,13110.0,3872.0,4458.0,7452398.8107099775,9896.0,9544.0,16100.0,15458.0,4606.0,5304.5,8807881.959532116,16728158.848556533,16205803.501920428,27302547.911973394,26134392.374104314,7748721.1892900225,8984338.040467884,14919553800.0
26,1.0,209.0,218.0,312.0,284.0,83.0,101.0,172774.0,21840.5,24630.0,37081.0,32334.0,9894.0,12094.0,19513959.05744098,20932.0,23762.0,36121.0,31421.0,9682.0,11818.0,18863934.14018114,28127.0,31895.0,48672.0,42227.0,13013.0,15778.0,25316880.86196954,27022.0,30491.0,46381.0,40328.0,12418.0,15108.0,24237162.290187564,7453.0,8412.0,12883.0,11154.0,3444.5,4177.0,6688106.625851793,9015.0,10200.0,15734.0,13576.0,4206.0,5100.5,8125444.513441086,16595806.942559019,18800797.85981886,28588607.13803046,24830653.709812436,7652135.374148207,9324729.486558914,14925427538.0
27,1.0,210.0,194.0,315.0,305.0,105.0,86.0,172775.0,22050.0,22555.0,34972.0,34193.0,12915.0,9049.0,19016201.678910367,18185.0,18818.0,29347.0,28511.0,10987.0,7428.0,15833059.221506825,31178.0,31763.0,49612.5,48547.0,18429.0,12692.0,26916492.731421936,29857.0,30659.0,47528.0,46512.5,17783.0,12174.0,25856032.515934497,9135.0,9383.0,14646.0,14242.0,5512.5,3749.0,7947246.660990827,9011.0,9256.0,14398.0,14056.0,5281.0,3698.0,7793403.228208896,17266548.321089633,17685290.778493173,27507632.268578064,26840342.484065503,10194128.339009173,7065246.771791104,14925600312.5
28,1.0,187.0,221.0,317.0,313.0,97.0,83.0,172936.24173108675,17484.5,21762.0,31169.0,31716.0,10541.0,7925.0,17267387.8920484,19565.0,24420.5,35007.0,35617.0,11968.0,8844.0,19380745.888166327,28110.0,35050.0,50244.5,51252.0,17100.0,12700.0,27850765.39213817,26815.0,33556.0,47969.0,48984.5,16528.0,12071.0,26608088.008550413,7598.0,9469.0,13649.0,13833.0,4704.5,3425.0,7532175.262478305,7596.0,9499.0,13611.0,13908.0,4626.0,3444.5,7559070.838564674,15071689.311664823,18838163.534403842,26970023.23661633,27520955.653279737,9242640.18543711,6794637.225115526,14953471852.036434
29,1.0,196.0,201.0,312.0,286.0,89.0,103.0,172828.8210429633,19208.0,18651.0,32065.0,28949.0,8114.0,10313.0,16987563.67985402,20745.0,20200.5,34565.0,31254.0,8791.0,11140.0,18347523.55152253,29087.0,28147.0,48672.0,44073.0,12360.0,15637.0,25751414.670912005,27107.0,26232.0,45159.0,40898.0,11539.0,14531.0,23937989.31691864,9330.0,9098.0,15408.0,13915.0,3960.5,4997.0,8214916.181047498,9875.0,9563.0,16499.0,14927.0,4170.0,5304.5,8741385.333000813,16886885.244566783,16391069.47811309,28171177.494492546,25491053.501368865,7166848.891776235,9059983.234424409,14934900691.550318
30,1.0,209.0,221.0,306.0,322.0,108.0,106.0,172547.0,21840.5,23648.0,32876.0,33766.0,11712.0,11956.0,18422388.111173153,22541.0,24420.5,34002.0,34979.0,12079.0,12299.0,19043618.91587563,31078.0,33624.0,46818.0,48255.0,16654.0,16953.0,26241165.662136424,33532.0,36183.0,50277.0,51842.0,17947.0,18258.0,28203403.626992587,10860.0,11789.0,16394.0,16829.0,5832.0,5967.0,9182473.768886048,10198.0,11127.0,15483.0,15874.0,5481.0,5618.0,8656028.734174803,17639934.888826847,19089268.08412437,26558216.337863576,27356730.373007413,9452602.231113952,9633953.265825197,14886233604.5
31,1.0,202.0,193.0,322.0,325.0,112.0,106.0,172828.0,20402.0,20241.0,32422.0,35141.0,12836.0,11188.0,18398961.34580228,18745.0,18624.5,29882.0,32274.0,11830.0,10265.0,16907042.475482516,32622.0,32264.0,51842.0,56079.0,20414.0,17865.0,29340497.11559429,30509.0,30451.0,48571.0,52812.5,19378.0,16658.0,27607048.81813006,9788.0,9786.0,15650.0,17022.0,6272.0,5380.0,8887629.53754256,10224.0,10193.0,16267.0,17792.0,6492.0,5618.0,9281227.805653013,16512294.654197719,16448761.524517484,26310118.88440571,28562051.18186994,10469106.46245744,9038540.194346987,14934758792.0
32,1.0,190.0,217.0,310.0,311.0,106.0,95.0,172716.0,18050.0,20985.0,29959.0,29473.0,9504.0,8994.0,16523548.451225108,20245.0,23544.5,33613.0,33050.0,10780.0,10089.0,18514626.840345126,28941.0,33657.0,48050.0,47320.0,15352.0,14417.0,26496401.769373648,29617.0,34437.0,49090.0,48360.5,15633.0,14700.0,27093980.285421453,10636.0,12222.0,17508.0,17333.0,5618.0,5249.0,9679446.155860228,9056.0,10526.0,15033.0,14845.0,4821.0,4512.5,8305512.579074528,16292491.548774892,18964745.159654874,27045558.230626352,26620695.714578547,8628449.844139772,8102507.420925472,14915408328.0
33,1.0,215.0,190.0,311.0,324.0,100.0,101.0,172488.99395671114,23112.5,22502.0,34592.0,34446.0,11053.0,10305.0,18783082.29423827,18348.0,18050.0,27772.0,27565.0,8870.0,8290.0,15045631.43415355,32273.0,31318.0,48360.5,48114.0,15452.0,14455.0,26230139.082774535,35214.0,33995.0,52650.0,52488.0,16843.0,15821.0,28603560.63055881,10447.0,10130.0,15648.0,15557.0,5000.0,4649.0,8488002.515203808,11410.0,10900.0,16956.0,16903.0,5451.0,5100.5,9228558.485639095,18302051.406454623,17727277.417621568,27413938.037762627,27282873.4114156,8760896.880467307,8192829.90398873,14876226518.099167
34,1.0,216.0,205.0,332.0,306.0,96.0,107.0,172821.0,23328.0,23092.0,37041.0,33661.0,10508.0,11478.0,19242296.94827747,21188.0,21012.5,33776.0,30733.0,9606.0,10459.0,17560649.88533994,34671.0,34284.0,55112.0,50156.0,15660.0,17082.0,28654416.280711427,32435.0,31997.0,51436.0,46818.0,14606.0,15973.0,26731756.405593775,10228.0,10074.0,16212.0,14770.0,4608.0,5026.0,8428513.905932983,11634.0,11476.0,18442.0,16769.0,5246.0,5724.5,9587243.957463607,18087039.05172253,17867655.11466006,28722155.719288573,26151469.594406225,8162302.094067017,8904603.042536393,14933549020.5
35,1.0,207.0,187.0,323.0,297.0,109.0,124.0,172910.3821133729,21424.5,20512.0,34915.0,31595.0,11819.0,12527.0,18532958.13814652,18197.0,17484.5,29733.0,26729.0,10067.0,10563.0,15765428.467083052,31946.0,30668.0,52164.5,47040.0,17710.0,18567.0,27656608.37395013,29884.0,28810.0,48891.0,44104.5,16587.0,17406.0,25939833.93730358,10744.0,10316.0,17497.0,15786.0,5940.5,6265.0,9296355.833218763,13141.0,12625.0,21485.0,19422.0,7251.0,7688.0,11384708.543551102,17259490.95932167,16568812.98811768,28193445.048669316,25414549.550368175,9550875.817138886,10056178.838507138,14949000121.296314
36,1.0,195.0,167.0,298.0,328.0,99.0,107.0,172787.0,19012.5,17273.0,30001.0,32693.0,10409.0,11027.0,17450899.913150534,15292.0,13944.5,24113.0,26302.0,8353.0,8911.0,14034853.62545893,28109.0,25653.0,44402.0,48461.0,15429.0,16413.0,25845624.845871903,31267.0,28474.0,49283.0,53792.0,17161.0,18189.0,28710986.40767552,8896.0,8180.0,14073.0,15311.0,4900.5,5232.0,8202226.394345133,9838.0,8958.0,15473.0,16907.0,5361.0,5724.5,9021244.695786921,16242565.086849464,14820575.37454107,25644901.154128097,27963149.59232448,8903686.605654867,9466964.304213079,14927673684.5
37,1.0,194.0,192.0,321.0,319.0,100.0,106.0,172822.872457196,18818.0,18462.0,31767.0,32852.0,9007.0,9985.0,16768624.910334429,18786.0,18432.0,31655.0,32765.0,9012.0,10010.0,16744859.342189252,30507.0,29977.0,51520.5,53532.0,14532.0,16042.0,27213799.013179243,29034.0,28483.0,48867.0,50880.5,13878.0,15370.0,25883331.033560306,10393.0,10188.0,17568.0,18022.0,5000.0,5558.0,9259780.773300633,10579.0,10342.0,17984.0,18444.0,5042.0,5618.0,9435133.024106268,16759012.346361594,16437132.16959238,28262343.045580678,29247165.280285217,8022506.472418967,8884091.456356507,14933872622.178118
38,1.0,205.0,222.0,292.0,286.0,99.0,97.0,172805.709920438,21012.5,23324.0,29089.0,28678.0,9844.0,9967.0,17779745.58326314,22186.0,24642.0,30614.0,30176.0,10338.0,10493.0,18779783.51835481,30771.0,34210.0,42632.0,42035.0,14375.0,14539.0,26123455.556903914,29952.0,33316.0,41477.0,40898.0,14044.0,14162.0,25401897.59364432,10451.0,11640.0,14533.0,14270.0,4900.5,4957.0,8874661.644537726,9918.0,11041.0,13785.0,13580.0,4646.0,4704.5,8414348.043197494,17645424.95042665,19583084.08398243,24335811.739863984,24020535.443600953,8233103.637585638,8347805.819084992,14930906690.553284
39,1.0,195.0,221.0,328.0,305.0,106.0,104.0,172923.0,19012.5,21420.0,30772.0,28115.0,9560.0,10380.0,16339235.394996844,21675.0,24420.5,35109.0,32160.0,10927.0,11756.0,18638179.398583215,33188.0,37379.0,53792.0,49129.0,16649.0,18107.0,28541851.76985357,31360.0,35245.0,50911.0,46512.5,15929.0,17103.0,26996211.240446262,11110.0,12499.0,18119.0,16401.0,5618.0,6109.0,9566645.864541497,9900.0,11228.0,16005.0,14617.0,4915.0,5408.0,8518625.964795783,17380749.605003156,19577803.601416785,28176892.23014643,25745303.759553738,8763192.135458503,9465366.035204217,14951181964.5
40,1.0,203.0,183.0,298.0,318.0,107.0,95.0,172889.0,20604.5,19853.0,31307.0,32141.0,10501.0,9315.0,17792474.768346358,17296.0,16744.5,26363.0,27087.0,8881.0,7796.0,14975322.190334655,29187.0,28171.0,44402.0,45728.0,14937.0,13106.0,25227801.605913408,32413.0,31107.0,49036.0,50562.0,16528.0,14637.0,27936207.544529982,11220.0,10700.0,16949.0,17498.0,5724.5,5068.0,9651842.57372488,9970.0,9589.0,15204.0,15573.0,5097.0,4512.5,8614568.063418265,17303992.231653642,16663364.809665345,26293120.394086592,27042494.455470018,8847280.42627512,7809886.936581735,14945303160.5
41,1.0,203.0,195.0,334.0,301.0,108.0,124.0,172666.46159706544,20604.5,20063.0,37225.0,31031.0,11190.0,12825.0,17946698.10935872,19522.0,19012.5,35363.0,29536.0,10790.0,12044.0,17067576.587483414,30577.0,29767.0,55778.0,46443.0,16880.0,18788.0,26802929.287745755,30072.0,29159.0,54091.0,45300.5,16493.0,18550.0,26188903.735111285,10734.0,10270.0,19192.0,16015.0,5832.0,6527.0,9262619.709793746,12347.0,12136.0,22628.0,18774.0,6865.0,7688.0,10876773.009289693,17104593.594845563,16602383.423944348,30867668.8856741,25783701.205605414,9385358.142689321,10533868.228746422,14906853480.225437
